responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,memiliki_akun_bank?,bank_pilihan_1,bank_pilihan_2,bank_pilihan_3,bank_pilihan_4,bank_pilihan_5,transfer_antar_bank,bayar_tagihan,keluhan_1,keluhan_2,keluhan_3
1920,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1921,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1922,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1923,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,ya,,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,Transaksi / pembayaran yang sama terjadi dua kali
1924,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,,,,CIMB Niaga,Mobile Banking,Mobile Banking,,,
1925,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1926,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,,,
1927,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1928,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,,,
1929,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1930,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1931,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1932,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1933,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1934,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,,
1935,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1936,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1937,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1938,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,ya,,,BNI,,,ATM,Datang ke cabang bank,,,
1939,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,ATM,Mobile Banking,Layanan/ Sistem down,,
1940,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,,,,ATM,ATM,,,
1941,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1942,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,BRI,,,,,ATM,ATM,Layanan/ Sistem down,,
1943,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,ATM,Layanan/ Sistem down,,
1944,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,ATM,Layanan/ Sistem down,,
1945,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,ATM,ATM,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1946,Perempuan,15-20 tahun,S1,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1947,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,ATM,Datang ke cabang bank,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1948,Perempuan,15-20 tahun,SMA,tidak menjawab,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,ATM,ATM,Layanan/ Sistem down,,
1949,Perempuan,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Datang ke cabang bank,Datang ke cabang bank,Layanan/ Sistem down,,
1950,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1951,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,ATM,ATM,Layanan/ Sistem down,,
1952,Perempuan,15-20 tahun,SMA,tidak menjawab,Berbelanja online,,,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1953,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1954,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,ATM,Datang ke cabang bank,Layanan/ Sistem down,,
1955,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,,BNI,,,ATM,ATM,Layanan/ Sistem down,,
1956,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,ATM,ATM,Layanan/ Sistem down,,
1957,Laki – laki,>50 tahun,S2,< Rp 2 juta,,,,Akses media sosial,,ya,,,,,,ATM,ATM,Layanan/ Sistem down,,
1958,Perempuan,>50 tahun,S2,> Rp 10 juta,,,,,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,,,
1959,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1960,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,,,
1961,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,BNI,,,Mobile Banking,Mobile Banking,,,
1962,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1963,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,,BCA,,,,Mobile Banking,ATM,Layanan/ Sistem down,,
1964,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,,,ATM,Mobile Banking,Layanan/ Sistem down,,
1965,Laki – laki,15-20 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1966,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1967,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1968,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1969,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1970,Laki – laki,41-50 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1971,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,,,
1972,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1973,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1974,Laki – laki,41-50 tahun,S1,> Rp 10 juta,,,,,,ya,BRI,BCA,,,,ATM,ATM,Layanan/ Sistem down,,
1975,Laki – laki,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,BRI,,,,,ATM,ATM,,Proses tidak berhasil namun saldo terpotong,
1976,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1977,Perempuan,41-50 tahun,S1,tidak menjawab,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1978,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1979,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1980,Perempuan,21-30 tahun,tidak menjawab,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,,,,,,Mobile Banking,Mobile Banking,,,
1981,Laki – laki,31-40 tahun,SMA,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,ya,BRI,,,,,ATM,ATM,Layanan/ Sistem down,,
1982,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,ATM,ATM,,Proses tidak berhasil namun saldo terpotong,
1983,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,,,,Internet Banking,Internet Banking,,,
1984,Laki – laki,41-50 tahun,S1,> Rp 10 juta,,,Mengikuti kelas online,,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1985,Laki – laki,41-50 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1986,Laki – laki,31-40 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,ya,,,,,,Mobile Banking,Mobile Banking,,,
1987,Laki – laki,21-30 tahun,S2,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,BRI,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,Transaksi / pembayaran yang sama terjadi dua kali
1988,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,BNI,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1989,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1990,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1991,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1992,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,,,ATM,ATM,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1993,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1994,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1995,Laki – laki,21-30 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1996,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,,,
1997,Perempuan,21-30 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,BRI,,,,,ATM,Datang ke cabang bank,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali
1998,Laki – laki,31-40 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,BCA,BNI,,,Internet Banking,Internet Banking,,,Transaksi / pembayaran yang sama terjadi dua kali
1999,Perempuan,31-40 tahun,S2,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,BCA,BNI,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2000,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,,,,,ya,,,,Mandiri,,ATM,ATM,,,
2001,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2002,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2003,Laki – laki,41-50 tahun,SMA,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,,BCA,,,,Internet Banking,Internet Banking,Layanan/ Sistem down,,
2004,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2005,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2006,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2007,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,,,Internet Banking,Internet Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
2008,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,ya,BRI,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2009,Laki – laki,>50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2010,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
2011,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,,
2012,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2013,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,,BCA,,,,ATM,ATM,Layanan/ Sistem down,,
2014,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2015,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,,ya,BRI,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
2016,Laki – laki,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,ya,BRI,BCA,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2017,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,ya,,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2018,Laki – laki,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,BNI,,,Mobile Banking,Mobile Banking,,,
2019,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
2020,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,Mandiri,CIMB Niaga,Internet Banking,Internet Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
2021,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
2022,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
2023,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,BNI,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2024,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2025,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,ya,,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2026,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2027,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2028,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2029,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,BRI,BCA,,,,ATM,Internet Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
2030,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,BRI,BCA,,,,Internet Banking,Internet Banking,Layanan/ Sistem down,,
2031,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2032,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2033,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,BRI,BCA,,,,ATM,Mobile Banking,Layanan/ Sistem down,,
2034,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,ya,,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,,,
2035,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,Transaksi / pembayaran yang sama terjadi dua kali
2036,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2037,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2038,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2039,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,,,
2040,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,,,
2041,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,ya,BRI,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,,,
2042,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,,,,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
2043,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2044,Laki – laki,31-40 tahun,S1,> Rp 10 juta,,,Mengikuti kelas online,,,ya,BRI,BCA,BNI,Mandiri,,ATM,ATM,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali
2045,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
2046,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali
2047,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,BRI,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
