responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,menggunakan_fintech_lending?,fintech_pilihan_1,fintech_pilihan_2,fintech_pilihan_3,fintech_pilihan_4,fintech_pilihan_5,tujuan_1,tujuan_2,tujuan_3,tujuan_4,tujuan_5,nominal_peminjaman,keluhan_1,keluhan_2,keluhan_3
1867,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Akulaku,,,,Pembelanjaan di marketplace (online shop),,,"Rp 1.000.000 – Rp 5.000.000,-",,,
1868,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1869,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1870,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1871,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1872,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1873,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1874,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1875,Laki – laki,31-40 tahun,S2,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1876,tidak menjawab,tidak menjawab,tidak menjawab,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1877,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1878,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1879,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1880,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1881,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1882,Laki – laki,>50 tahun,S1,> Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1883,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1884,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1885,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1886,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1887,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1888,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1889,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1890,Perempuan,>50 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1891,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1892,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1893,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1894,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1895,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1896,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1897,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1898,Laki – laki,21-30 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,,,CIcil,,,,,Pembelanjaan di marketplace (online shop),,,"< Rp 1.000.000,-",,,
1899,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1900,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1901,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1902,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1903,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1904,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1905,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1906,Perempuan,31-40 tahun,S2,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1907,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1908,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1909,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1910,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1911,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1912,Perempuan,15-20 tahun,SMA,tidak menjawab,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1913,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1914,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,
1915,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1916,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1917,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1918,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1919,Perempuan,>50 tahun,S2,> Rp 10 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1920,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1921,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1922,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1923,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1924,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1925,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1926,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1927,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1928,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1929,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1930,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1931,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1932,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,ya,,,CIcil,Akulaku,,,Keperluan sehari-hari,,,,Rp 5.000.001 – Rp 10.000.000,,,
1933,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1934,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1935,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1936,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1937,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1938,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1939,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1940,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1941,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1942,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1943,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1944,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1945,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1946,Perempuan,15-20 tahun,S1,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1947,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1948,Perempuan,15-20 tahun,SMA,tidak menjawab,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1949,Perempuan,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1950,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1951,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1952,Perempuan,15-20 tahun,SMA,tidak menjawab,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1953,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Kredivo,Danacepat,CIcil,Akulaku,Investree,Modal Usaha,Keperluan sehari-hari,,,,"< Rp 1.000.000,-",,,
1954,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1955,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1956,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1957,Laki – laki,>50 tahun,S2,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1958,Perempuan,>50 tahun,S2,> Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,
1959,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1960,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,
1961,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1962,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1963,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1964,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1965,Laki – laki,15-20 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,Kredivo,,,,,,Keperluan sehari-hari,,,,"< Rp 1.000.000,-",,,Teror oleh debt collector
1966,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1967,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1968,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1969,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1970,Laki – laki,41-50 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1971,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1972,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1973,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1974,Laki – laki,41-50 tahun,S1,> Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,
1975,Laki – laki,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1976,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1977,Perempuan,41-50 tahun,S1,tidak menjawab,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1978,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1979,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1980,Perempuan,21-30 tahun,tidak menjawab,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1981,Laki – laki,31-40 tahun,SMA,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1982,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1983,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1984,Laki – laki,41-50 tahun,S1,> Rp 10 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1985,Laki – laki,41-50 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1986,Laki – laki,31-40 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1987,Laki – laki,21-30 tahun,S2,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1988,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1989,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1990,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1991,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1992,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1993,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1994,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,tidak,,,,,,,,,,,,,,
1995,Laki – laki,21-30 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1996,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1997,Perempuan,21-30 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1998,Laki – laki,31-40 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1999,Perempuan,31-40 tahun,S2,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2000,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,
2001,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,Kredivo,,,,,Modal Usaha,,Pembelanjaan di marketplace (online shop),,,Rp 5.000.001 – Rp 10.000.000,,,
2002,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,tidak,,,,,,,,,,,,,,
2003,Laki – laki,41-50 tahun,SMA,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,Kredivo,,,Akulaku,,,,,Pembiayaan pendidikan,,"Rp 1.000.000 – Rp 5.000.000,-",Aplikasi/ web tidak dapat / sulit diakses,Bunga tinggi,
2004,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2005,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,,Akulaku,,,Keperluan sehari-hari,,,,"Rp 1.000.000 – Rp 5.000.000,-",,,
2006,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2007,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,Kredivo,,,,,,Keperluan sehari-hari,,,,"< Rp 1.000.000,-",,Bunga tinggi,
2008,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,ya,Kredivo,,,,,Modal Usaha,Keperluan sehari-hari,,,,"Rp 1.000.000 – Rp 5.000.000,-",,,Teror oleh debt collector
2009,Laki – laki,>50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,
2010,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
2011,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
2012,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
2013,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,Kredivo,,,Akulaku,,,,,,,"> Rp 10.000.000,-",,,
2014,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,ya,Kredivo,,,Akulaku,,Modal Usaha,Keperluan sehari-hari,Pembelanjaan di marketplace (online shop),,,"< Rp 1.000.000,-",,Bunga tinggi,
2015,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2016,Laki – laki,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,tidak,,,,,,,,,,,,,,
2017,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
2018,Laki – laki,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
2019,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2020,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,Kredivo,Danacepat,,Akulaku,,Modal Usaha,Keperluan sehari-hari,,Pembiayaan pendidikan,,"< Rp 1.000.000,-",Aplikasi/ web tidak dapat / sulit diakses,,
2021,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,Kredivo,,,,,,,,,,"< Rp 1.000.000,-",,Bunga tinggi,Teror oleh debt collector
2022,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2023,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
2024,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2025,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
2026,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2027,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
2028,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
2029,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,Kredivo,,,,,,,,,,"Rp 1.000.000 – Rp 5.000.000,-",,,
2030,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2031,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
2032,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
2033,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
2034,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
2035,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,Kredivo,Danacepat,,Akulaku,,,Keperluan sehari-hari,Pembelanjaan di marketplace (online shop),,,"< Rp 1.000.000,-",Aplikasi/ web tidak dapat / sulit diakses,Bunga tinggi,Teror oleh debt collector
